Wall time,Step,Value
1680415024.2335155,233,0.54347825050354
1680415100.3019576,236,0.6086956262588501
1680415124.3311315,237,0.6413043737411499
1680415172.1647298,239,0.6304348111152649
1680415268.2231576,243,0.6413043737411499
1680415292.433136,244,0.6521739363670349
1680415341.0034974,246,0.6413043737411499
1680415364.9771514,247,0.5652173757553101
1680415388.8180795,248,0.6413043737411499
1680415412.6803164,249,0.5760869383811951
1680415437.2355921,250,0.5869565010070801
1680415461.0863662,251,0.6413043737411499
1680415532.890062,254,0.54347825050354
1680415605.4786463,257,0.54347825050354
1680415629.6617234,258,0.5760869383811951
1680415653.334693,259,0.6304348111152649
1680415677.211541,260,0.6086956262588501
1680415725.1739373,262,0.532608687877655
1680415821.8461387,266,0.5869565010070801
1680415869.5973103,268,0.6630434989929199
1680415918.4180157,270,0.5652173757553101
1680415942.4049938,271,0.5869565010070801
1680415966.386311,272,0.52173912525177
1680415990.5241613,273,0.6630434989929199
1680416014.5485425,274,0.6521739363670349
1680416062.5013354,276,0.5978260636329651
1680416086.7444,277,0.6630434989929199
1680416134.942848,279,0.5760869383811951
1680416183.498673,281,0.6630434989929199
1680416232.1318882,283,0.6521739363670349
1680416353.2803955,288,0.6086956262588501
1680416401.5540214,290,0.6413043737411499
1680416430.1727223,291,0.5869565010070801
1680416481.8421905,293,0.6086956262588501
1680416505.8465178,294,0.6195651888847351
1680416529.5393808,295,0.6413043737411499
1680416553.6644392,296,0.6739130616188049
1680416577.6043208,297,0.6413043737411499
1680416601.1286018,298,0.6304348111152649
1680416625.2891576,299,0.6304348111152649
1680416649.1754093,300,0.6413043737411499
1680416672.8406487,301,0.5869565010070801
1680416696.5408874,302,0.6304348111152649
1680416796.5491319,306,0.6304348111152649
1680416824.281468,307,0.6086956262588501
1680416877.2079792,309,0.5652173757553101
1680416952.9683692,312,0.6195651888847351
1680417052.9553585,316,0.6304348111152649
1680417076.5089025,317,0.6521739363670349
1680417099.9422238,318,0.6086956262588501
1680417123.6896813,319,0.6630434989929199
1680417171.8638167,321,0.6630434989929199
1680417196.2115407,322,0.6413043737411499
1680417220.5685632,323,0.6413043737411499
1680417244.2752347,324,0.5978260636329651
1680417268.2996798,325,0.6413043737411499
1680417292.439046,326,0.6413043737411499
1680417364.843984,329,0.5869565010070801
1680417388.7530603,330,0.5978260636329651
1680417436.605207,332,0.6086956262588501
1680417532.516578,336,0.6413043737411499
1680417580.0682805,338,0.5978260636329651
1680417627.7204654,340,0.6521739363670349
1680417656.0056436,341,0.6521739363670349
1680417680.30359,342,0.6086956262588501
1680417704.5273356,343,0.6086956262588501
1680417728.8861296,344,0.5760869383811951
1680417752.478524,345,0.6630434989929199
1680417776.3351636,346,0.6847826242446899
1680417800.0993884,347,0.5978260636329651
1680417872.3993354,350,0.6086956262588501
1680417919.6163814,352,0.6195651888847351
1680417943.447381,353,0.5869565010070801
1680417991.2759762,355,0.6630434989929199
1680418043.2542298,357,0.695652186870575
1680418066.976521,358,0.6195651888847351
1680418090.9369264,359,0.554347813129425
1680418114.7976816,360,0.6413043737411499
1680418139.090579,361,0.6304348111152649
1680418163.6559858,362,0.6413043737411499
1680418188.0143127,363,0.6630434989929199
1680418212.4750252,364,0.6521739363670349
1680418258.9694715,366,0.6195651888847351
1680418282.4173105,367,0.6086956262588501
1680418329.350201,369,0.6195651888847351
1680418353.3687136,370,0.6195651888847351
1680418401.1160755,372,0.6521739363670349
1680418449.2407923,374,0.6521739363670349
1680418473.2966824,375,0.695652186870575
1680418497.3268144,376,0.6195651888847351
1680418521.0671482,377,0.6739130616188049
1680418544.9496622,378,0.6304348111152649
1680418593.0488286,380,0.6630434989929199
1680418617.0405226,381,0.5978260636329651
1680418664.7774,383,0.6739130616188049
1680418688.4987211,384,0.6521739363670349
1680418712.497519,385,0.6739130616188049
1680418737.0354176,386,0.70652174949646
1680418761.2195525,387,0.6304348111152649
1680418809.019589,389,0.695652186870575
1680418833.0312576,390,0.6630434989929199
1680418857.275361,391,0.6739130616188049
1680418881.8551362,392,0.6847826242446899
1680419007.284479,397,0.6521739363670349
1680419106.9570448,401,0.6847826242446899
1680419130.9028802,402,0.6847826242446899
1680419178.6925735,404,0.6195651888847351
1680419203.0195227,405,0.6739130616188049
1680419250.588734,407,0.695652186870575
1680419420.654666,414,0.6304348111152649
1680419444.3666644,415,0.6086956262588501
1680419516.417247,418,0.6521739363670349
1680419540.1182506,419,0.6847826242446899
1680419563.7205062,420,0.6521739363670349
1680419587.5468302,421,0.6521739363670349
1680419636.1562402,423,0.6739130616188049
1680419684.8464475,425,0.6630434989929199
1680419733.005321,427,0.6739130616188049
1680419781.7601116,429,0.6195651888847351
1680419829.8549476,431,0.72826087474823
1680419902.118427,434,0.6739130616188049
1680419997.2328036,438,0.6739130616188049
1680420021.3734095,439,0.6630434989929199
1680420045.126278,440,0.70652174949646
1680420068.8677075,441,0.6521739363670349
1680420116.8654108,443,0.6521739363670349
1680420140.8764818,444,0.6739130616188049
1680420212.8011465,447,0.6521739363670349
1680420236.6653376,448,0.6521739363670349
1680420283.7217271,450,0.6847826242446899
1680420355.0731258,453,0.6304348111152649
1680420428.080153,456,0.6304348111152649
1680420451.8427525,457,0.695652186870575
1680420475.9353,458,0.6847826242446899
1680420504.999292,459,0.6304348111152649
1680420528.8254976,460,0.6304348111152649
1680420577.9532094,462,0.6086956262588501
1680420601.8878257,463,0.6847826242446899
1680420626.1423042,464,0.6086956262588501
1680420650.8350816,465,0.6195651888847351
1680420675.213205,466,0.5760869383811951
1680420698.9090347,467,0.6413043737411499
1680420723.2493064,468,0.6413043737411499
1680420771.241354,470,0.532608687877655
1680420819.0651836,472,0.6304348111152649
1680420842.9699874,473,0.6304348111152649
1680420914.2079308,476,0.6630434989929199
1680420937.8125796,477,0.695652186870575
1680421031.9593403,481,0.6413043737411499
1680421102.5475383,484,0.5978260636329651
1680421126.2650957,485,0.70652174949646
1680421173.4662704,487,0.6630434989929199
1680421196.63695,488,0.6304348111152649
1680421243.7396727,490,0.6086956262588501
1680421290.7999046,492,0.70652174949646
1680421365.9151888,495,0.6630434989929199
1680421389.3528492,496,0.6521739363670349
1680421535.1855037,502,0.6195651888847351
1680421607.1393113,505,0.6413043737411499
1680421631.5269349,506,0.6413043737411499
1680421655.553109,507,0.6304348111152649
1680421679.5768034,508,0.6521739363670349
1680421703.0875869,509,0.6086956262588501
1680421726.9635956,510,0.6304348111152649
1680421750.9843965,511,0.6413043737411499
1680421798.7342165,513,0.6630434989929199
1680421822.935835,514,0.6413043737411499
1680421847.0474012,515,0.6630434989929199
1680421870.7100775,516,0.6630434989929199
1680421894.9212043,517,0.6413043737411499
1680421918.6998966,518,0.6304348111152649
1680421942.7358751,519,0.6195651888847351
1680422042.93353,523,0.6739130616188049
1680422068.2423728,524,0.72826087474823
1680422218.1155546,530,0.554347813129425
1680422266.6476054,532,0.6304348111152649
1680422291.2968364,533,0.6195651888847351
1680422316.333296,534,0.6413043737411499
1680422341.2922666,535,0.6086956262588501
1680422366.2222307,536,0.6413043737411499
1680422390.57032,537,0.717391312122345
1680422414.966343,538,0.717391312122345
1680422439.1370249,539,0.6847826242446899
1680422463.8629181,540,0.6521739363670349
1680422488.5893118,541,0.5652173757553101
1680422512.8988092,542,0.6630434989929199
1680422537.3357658,543,0.6521739363670349
1680422562.457025,544,0.6630434989929199
1680422587.5219038,545,0.5978260636329651
1680422612.2865736,546,0.6413043737411499
1680422637.7748466,547,0.6630434989929199
1680422662.351666,548,0.5760869383811951
1680422710.5941236,550,0.6847826242446899
1680422735.2545688,551,0.6847826242446899
1680422759.7756734,552,0.6195651888847351
1680422808.185893,554,0.6413043737411499
1680422857.0083606,556,0.6630434989929199
1680422905.5894356,558,0.70652174949646
1680422929.8737082,559,0.6413043737411499
1680423002.8454278,562,0.6630434989929199
1680423027.0198698,563,0.70652174949646
1680423051.4944117,564,0.6195651888847351
1680423100.9445286,566,0.5869565010070801
1680423126.0061874,567,0.6086956262588501
1680423150.8184,568,0.6630434989929199
1680423200.0945232,570,0.6521739363670349
1680423250.6692135,572,0.6304348111152649
1680423276.2770042,573,0.5760869383811951
1680423325.992248,575,0.6630434989929199
1680423351.2305787,576,0.6630434989929199
1680423376.4334111,577,0.6195651888847351
1680423401.4661486,578,0.6304348111152649
1680423426.7719173,579,0.6195651888847351
1680423451.4235823,580,0.6739130616188049
1680423476.8979304,581,0.6630434989929199
1680423502.5609367,582,0.695652186870575
1680423527.3631885,583,0.6739130616188049
1680423576.488668,585,0.6413043737411499
1680423601.0378263,586,0.6521739363670349
1680423625.7819784,587,0.6630434989929199
1680423699.5758758,590,0.6195651888847351
1680423724.4839194,591,0.6521739363670349
1680423749.3721066,592,0.6847826242446899
1680423799.019927,594,0.6739130616188049
1680423823.9970975,595,0.6847826242446899
1680423848.5922098,596,0.6413043737411499
1680423873.0253808,597,0.6521739363670349
1680423921.3844593,599,0.6413043737411499
1680423970.7183273,601,0.6739130616188049
1680423994.558987,602,0.6847826242446899
1680424019.313998,603,0.695652186870575
1680424068.2014039,605,0.6630434989929199
1680424117.2852073,607,0.6739130616188049
1680424165.9846473,609,0.6413043737411499
1680424190.3543468,610,0.6413043737411499
1680424214.57635,611,0.6847826242446899
1680424285.8218167,614,0.6521739363670349
1680424383.469315,618,0.6521739363670349
1680424408.1286495,619,0.6739130616188049
1680424432.3575919,620,0.6630434989929199
1680424456.5443912,621,0.6847826242446899
1680424480.816094,622,0.6739130616188049
1680424528.6949997,624,0.72826087474823
1680424628.7578573,628,0.6739130616188049
1680424653.812138,629,0.6086956262588501
1680424704.3135476,631,0.6413043737411499
1680424754.0263605,633,0.554347813129425
1680424852.3180745,637,0.6847826242446899
1680424926.7222037,640,0.6195651888847351
1680424952.1332052,641,0.695652186870575
1680425002.6026773,643,0.6521739363670349
1680425027.7601478,644,0.717391312122345
1680425053.3840835,645,0.70652174949646
1680425077.7257907,646,0.6304348111152649
1680425102.0219257,647,0.5978260636329651
1680425126.0376832,648,0.6521739363670349
1680425150.7700646,649,0.6630434989929199
1680425175.6344218,650,0.6086956262588501
1680425200.1043408,651,0.5869565010070801
1680425299.7026122,655,0.6630434989929199
1680425324.4749737,656,0.6521739363670349
1680425372.7886343,658,0.6413043737411499
1680425421.3531935,660,0.6086956262588501
1680425445.433035,661,0.6413043737411499
1680425469.9469252,662,0.6847826242446899
1680425494.6860096,663,0.6739130616188049
1680425518.8374484,664,0.5760869383811951
1680425543.5163329,665,0.6739130616188049
1680425567.6709285,666,0.6847826242446899
1680425591.3157513,667,0.695652186870575
1680425615.550842,668,0.54347825050354
1680425664.600467,670,0.6195651888847351
1680425688.5804179,671,0.6521739363670349
1680425713.0723844,672,0.6413043737411499
1680425737.7474084,673,0.6630434989929199
1680425762.4188817,674,0.6195651888847351
1680425811.3713048,676,0.6630434989929199
1680425835.9630475,677,0.6413043737411499
1680425860.1516998,678,0.6413043737411499
1680425909.0355766,680,0.72826087474823
1680425933.1474178,681,0.72826087474823
1680425957.2097135,682,0.739130437374115
1680425981.2186184,683,0.739130437374115
1680426006.1101346,684,0.739130437374115
1680426030.6491635,685,0.6086956262588501
1680426056.0592587,686,0.6630434989929199
1680426080.800325,687,0.6739130616188049
1680426105.4943576,688,0.717391312122345
1680426180.120255,691,0.6413043737411499
1680426228.8726091,693,0.6521739363670349
1680426277.7324772,695,0.6630434989929199
1680426351.3871622,698,0.6521739363670349
1680426375.9977262,699,0.6847826242446899
1680426400.4050553,700,0.695652186870575
1680426425.0521102,701,0.6739130616188049
1680426449.239154,702,0.6739130616188049
1680426473.5688765,703,0.695652186870575
1680426498.2034154,704,0.70652174949646
1680426522.9363313,705,0.6847826242446899
1680426547.323758,706,0.739130437374115
1680426571.860324,707,0.717391312122345
1680426596.3285296,708,0.6304348111152649
1680426621.0951507,709,0.695652186870575
1680426645.5091927,710,0.6739130616188049
1680426718.9117873,713,0.6847826242446899
1680426743.2392805,714,0.6521739363670349
1680426816.208058,717,0.6521739363670349
1680426840.5276709,718,0.6739130616188049
1680426888.8744104,720,0.695652186870575
1680426913.3910208,721,0.739130437374115
1680426937.6385977,722,0.717391312122345
1680426962.4508524,723,0.695652186870575
1680426986.3243904,724,0.6195651888847351
1680427010.847604,725,0.6630434989929199
1680427083.9589598,728,0.6630434989929199
1680427108.5053046,729,0.6521739363670349
1680427132.9523275,730,0.6304348111152649
1680427230.4004378,734,0.70652174949646
1680427254.0545683,735,0.6521739363670349
1680427303.6075194,737,0.6739130616188049
1680427327.8431377,738,0.6847826242446899
1680427351.5078156,739,0.6630434989929199
1680427375.7000518,740,0.6630434989929199
1680427424.5894048,742,0.6739130616188049
1680427498.1630983,745,0.6413043737411499
1680427522.8280382,746,0.6304348111152649
1680427571.361294,748,0.6739130616188049
1680427595.3692374,749,0.6086956262588501
1680427619.910289,750,0.72826087474823
1680427644.666765,751,0.6086956262588501
1680427669.4873176,752,0.6847826242446899
1680427693.9731848,753,0.6195651888847351
1680427721.0041847,754,0.695652186870575
1680427745.3551557,755,0.6630434989929199
1680427818.5745544,758,0.717391312122345
1680427842.782396,759,0.6847826242446899
1680427891.463633,761,0.6847826242446899
1680427940.482819,763,0.6195651888847351
1680427964.634977,764,0.6086956262588501
1680427989.1449943,765,0.6086956262588501
1680428013.8937569,766,0.5978260636329651
1680428063.0417848,768,0.6630434989929199
1680428087.7526283,769,0.6304348111152649
1680428112.3527734,770,0.6304348111152649
1680428136.7134142,771,0.5978260636329651
1680428160.7028513,772,0.6847826242446899
1680428184.625423,773,0.6739130616188049
1680428209.2874572,774,0.695652186870575
1680428233.754169,775,0.695652186870575
1680428307.3770072,778,0.6847826242446899
1680428332.4386325,779,0.6739130616188049
1680428406.5144255,782,0.6847826242446899
1680428431.910621,783,0.6739130616188049
1680428457.3695734,784,0.72826087474823
1680428506.2673492,786,0.717391312122345
1680428553.4451807,788,0.6413043737411499
1680428577.5198839,789,0.6847826242446899
1680428601.1821458,790,0.6521739363670349
1680428624.9865973,791,0.6195651888847351
1680428649.274545,792,0.695652186870575
1680428673.4614055,793,0.6847826242446899
1680428696.718181,794,0.6739130616188049
1680428720.120741,795,0.6739130616188049
1680428767.228593,797,0.6739130616188049
1680428790.6479452,798,0.6630434989929199
1680428814.5623887,799,0.6739130616188049
1680428862.4111214,801,0.6847826242446899
1680428934.711319,804,0.6521739363670349
1680428958.5384932,805,0.6630434989929199
1680428982.5890574,806,0.695652186870575
1680429006.3622346,807,0.717391312122345
1680429030.5141916,808,0.6847826242446899
1680429078.3371115,810,0.6521739363670349
1680429102.7336597,811,0.6413043737411499
1680429126.6903129,812,0.6304348111152649
1680429174.47422,814,0.6630434989929199
1680429197.8733318,815,0.6847826242446899
1680429245.4344351,817,0.6304348111152649
1680429317.6825416,820,0.6847826242446899
1680429365.4512684,822,0.6630434989929199
1680429389.9281838,823,0.695652186870575
1680429414.7608228,824,0.6739130616188049
1680429486.5759864,827,0.6847826242446899
1680429510.9307382,828,0.5978260636329651
1680429559.4640164,830,0.6413043737411499
1680429583.7460713,831,0.6521739363670349
1680429632.4574068,833,0.6630434989929199
1680429656.0607638,834,0.6630434989929199
1680429680.5283623,835,0.6630434989929199
1680429728.8040793,837,0.6739130616188049
1680429752.7592788,838,0.6847826242446899
1680429824.648196,841,0.6739130616188049
1680429849.0104365,842,0.6847826242446899
1680429897.5241272,844,0.6630434989929199
1680429921.39193,845,0.717391312122345
1680429945.4232833,846,0.70652174949646
1680429969.107621,847,0.70652174949646
1680430017.1654804,849,0.6847826242446899
1680430041.26009,850,0.5652173757553101
1680430065.1246734,851,0.5978260636329651
1680430089.2288387,852,0.695652186870575
1680430137.3783264,854,0.6739130616188049
1680430185.1328123,856,0.6739130616188049
1680430233.9791293,858,0.6521739363670349
1680430257.9205685,859,0.6304348111152649
1680430282.359883,860,0.6739130616188049
1680430306.5148728,861,0.6739130616188049
1680430330.1416101,862,0.695652186870575
1680430426.828369,866,0.6630434989929199
1680430450.9319963,867,0.6630434989929199
1680430474.8176658,868,0.6847826242446899
1680430498.533776,869,0.70652174949646
1680430571.1659038,872,0.6086956262588501
1680430595.092617,873,0.6739130616188049
1680430619.4137821,874,0.6521739363670349
1680430644.022402,875,0.6413043737411499
1680430668.695778,876,0.6847826242446899
1680430717.545272,878,0.6521739363670349
1680430741.459177,879,0.6521739363670349
1680430765.001316,880,0.6847826242446899
1680430788.7055526,881,0.6847826242446899
1680430836.5439663,883,0.6521739363670349
1680430884.2141888,885,0.6304348111152649
1680430908.3819704,886,0.6630434989929199
1680430931.9964755,887,0.6847826242446899
1680430956.0941014,888,0.695652186870575
1680430980.4905396,889,0.6086956262588501
1680431028.1382282,891,0.72826087474823
1680431052.359454,892,0.6630434989929199
1680431076.1705465,893,0.6521739363670349
1680431123.8332906,895,0.6739130616188049
1680431147.5669456,896,0.6847826242446899
1680431194.8063877,898,0.6304348111152649
1680431218.6034768,899,0.717391312122345
1680431315.0516837,903,0.6847826242446899
1680431339.0606608,904,0.6413043737411499
1680431386.9549437,906,0.6304348111152649
1680431410.9214969,907,0.70652174949646
1680431434.4787722,908,0.695652186870575
1680431458.195331,909,0.695652186870575
1680431481.685075,910,0.6847826242446899
1680431505.846122,911,0.6630434989929199
1680431529.475578,912,0.70652174949646
1680431576.9725363,914,0.6739130616188049
1680431600.828952,915,0.6739130616188049
1680431624.7807171,916,0.6739130616188049
1680431696.1557477,919,0.70652174949646
1680431719.9675438,920,0.695652186870575
1680431744.2468219,921,0.6847826242446899
1680431768.2306612,922,0.6630434989929199
1680431816.172381,924,0.6630434989929199
1680431959.0473754,930,0.717391312122345
1680431982.745481,931,0.70652174949646
1680432006.7160983,932,0.6630434989929199
1680432055.0674956,934,0.6630434989929199
1680432151.1554177,938,0.6630434989929199
1680432223.7895014,941,0.695652186870575
1680432295.7335882,944,0.6739130616188049
1680432367.0435038,947,0.6847826242446899
1680432391.4266307,948,0.6847826242446899
1680432439.4036775,950,0.6630434989929199
1680432463.5804677,951,0.6086956262588501
1680432487.3896072,952,0.6630434989929199
1680432511.034573,953,0.695652186870575
1680432558.2248302,955,0.6739130616188049
1680432582.474765,956,0.6847826242446899
1680432606.3659587,957,0.6413043737411499
1680432630.164328,958,0.717391312122345
1680432654.2271492,959,0.70652174949646
1680432678.126494,960,0.695652186870575
1680432701.7669315,961,0.75
1680432725.596528,962,0.70652174949646
1680432749.4755087,963,0.70652174949646
1680432797.6862388,965,0.70652174949646
1680432821.67209,966,0.717391312122345
1680432869.870583,968,0.717391312122345
1680432918.686478,970,0.6739130616188049
1680432942.545701,971,0.6521739363670349
1680432989.7030003,973,0.6630434989929199
1680433037.0606942,975,0.739130437374115
1680433061.1269498,976,0.717391312122345
1680433084.945743,977,0.72826087474823
1680433108.6833565,978,0.739130437374115
1680433180.0274978,981,0.6847826242446899
1680433204.0937796,982,0.70652174949646
1680433228.140507,983,0.717391312122345
1680433251.9538891,984,0.717391312122345
1680433299.9979572,986,0.695652186870575
1680433324.1045086,987,0.6847826242446899
1680433371.713539,989,0.6630434989929199
1680433395.5567474,990,0.6413043737411499
1680433514.0657725,995,0.6630434989929199
1680433537.6950736,996,0.6630434989929199
1680433585.671696,998,0.6413043737411499
1680433609.8848584,999,0.6847826242446899
1680433657.6497674,1001,0.6739130616188049
1680433681.4478834,1002,0.6847826242446899
1680433705.6957839,1003,0.6739130616188049
1680433729.977631,1004,0.6304348111152649
1680433778.437876,1006,0.6630434989929199
1680433802.1623068,1007,0.5978260636329651
1680433826.143043,1008,0.6521739363670349
1680433873.3819518,1010,0.6739130616188049
1680433897.401518,1011,0.695652186870575
1680433921.266412,1012,0.6739130616188049
1680433944.9372604,1013,0.70652174949646
1680434016.3482063,1016,0.70652174949646
1680434064.37718,1018,0.717391312122345
1680434183.8552139,1023,0.6739130616188049
1680434208.1538427,1024,0.70652174949646
1680434232.555959,1025,0.695652186870575
1680434256.621526,1026,0.72826087474823
1680434304.667971,1028,0.70652174949646
1680434352.82673,1030,0.70652174949646
1680434376.3753052,1031,0.70652174949646
1680434400.9511092,1032,0.70652174949646
1680434449.2244947,1034,0.6847826242446899
1680434473.0647788,1035,0.6739130616188049
1680434496.752604,1036,0.6630434989929199
1680434520.565003,1037,0.6847826242446899
1680434544.2059405,1038,0.6847826242446899
1680434616.7241228,1041,0.6304348111152649
1680434640.6292868,1042,0.739130437374115
1680434664.0183222,1043,0.70652174949646
1680434784.1052601,1048,0.6195651888847351
1680434808.2055218,1049,0.6847826242446899
1680434832.4427037,1050,0.6630434989929199
1680434856.2132306,1051,0.6195651888847351
1680434903.6981509,1053,0.717391312122345
1680434927.3517528,1054,0.70652174949646
1680434951.294711,1055,0.695652186870575
1680434975.1212978,1056,0.717391312122345
1680434999.509457,1057,0.717391312122345
1680435120.1345506,1062,0.6847826242446899
1680435144.0556939,1063,0.72826087474823
1680435167.7148855,1064,0.6630434989929199
1680435191.7184072,1065,0.6630434989929199
1680435215.879084,1066,0.6413043737411499
1680435239.936376,1067,0.6413043737411499
1680435287.4798474,1069,0.6195651888847351
1680435335.6614423,1071,0.6521739363670349
1680435359.7091346,1072,0.6847826242446899
1680435384.037011,1073,0.695652186870575
1680435407.7992725,1074,0.6521739363670349
1680435431.517218,1075,0.6086956262588501
1680435455.1417778,1076,0.6521739363670349
1680435479.4142733,1077,0.70652174949646
1680435527.7827218,1079,0.6739130616188049
1680435552.0048695,1080,0.6630434989929199
1680435576.3861246,1081,0.5978260636329651
1680435600.0870645,1082,0.6521739363670349
1680435623.7726233,1083,0.6413043737411499
1680435648.1600437,1084,0.6413043737411499
1680435672.3060956,1085,0.695652186870575
1680435769.3754203,1089,0.70652174949646
1680435817.7016923,1091,0.695652186870575
1680435842.080471,1092,0.695652186870575
1680435915.0893867,1095,0.6847826242446899
1680435963.7176695,1097,0.6739130616188049
1680435988.442953,1098,0.6739130616188049
1680436036.8964329,1100,0.70652174949646
1680436084.7537258,1102,0.6739130616188049
1680436108.5367315,1103,0.6630434989929199
1680436132.2148497,1104,0.6847826242446899
1680436180.4326594,1106,0.717391312122345
1680436253.8406246,1109,0.695652186870575
1680436278.787239,1110,0.717391312122345
1680436354.397759,1113,0.70652174949646
1680436404.5609908,1115,0.695652186870575
1680436476.641884,1118,0.70652174949646
